,Unnamed: 0,C_LAT,C_LONG,TYPE,LINK,NOMBRE,GARMINCODE,GIROTIPO,TELEFONO,NOMBRE_VIA,CUADRA,URBANIZACI,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMEN,PAIS,LONGITUDE_x,LATITUDE_x,TOT,orig_ogc_fid,LATITUDE_y,LONGITUDE_y,utm_e,utm_n,population,count_intersections,street_length_avg,street_length_total,streets_per_node_avg,betweenness_centrality_avg,closeness_centrality_avg,clustering_coefficient_avg,street_length_total_ext,primary_length_total_ext,highway_length_total_ext,road_length_total_ext,street_oneway_length_total_ext,fraction_oneway_ext,count_roads_ext,road_lenght_avg_ext,cf,POI_Count,N_BFA,N_OtherServices,N_Retail,N_Est_Mfg,N_Est_RW,N_Est_Services,N_Est_BFA,N_Emp_Mfg,N_Emp_RW,N_Emp_Services,N_Emp_BFA,N_Emp_Tot,fis_score
303,303,-12.060582,-77.110215,Colegio,1079,Colegio,0x2c05,colegio,,CA CALLE 42A,,UB CIUDAD DEL PESCADOR ZONA 3,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.110215,-12.060582,"-77.1102, -12.0606",3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,304,-12.017050999999999,-77.090428,Colegio,1080,Colegio Carlos Phillips,0x2c05,colegio,,JR AVELLANOS,,UB PREVI 2 ETAPA,,CALLAO,CALLAO,CALLAO,PERU,-77.090428,-12.017050999999999,"-77.0904, -12.0171",3603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,305,-11.94781,-76.98944200000001,Colegio,1081,Colegio 10 de Octubre,0x2c05,colegio,,JR PE�ON,3.0,,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.98944200000001,-11.94781,"-76.9894, -11.9478",3605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,306,-11.943997999999999,-76.99144799999999,Colegio,1082,Colegio Su Santidad Juan Pablo II,0x2c05,colegio,,JR PARALELO,5.0,AH SU SANTIDAD JUAN PABLO II,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.99144799999999,-11.943997999999999,"-76.9914, -11.944",3606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,307,-11.942684,-76.976815,Colegio,1083,CEI 105,0x2c05,colegio,,CA CALLE 2,,PJ CRUZ DE MOTUPE ETAPA 1 GRUPO 2,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.976815,-11.942684,"-76.9768, -11.9427",3608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,308,-12.073238,-77.087051,Colegio,1084,Colegio Claretiano,0x2c05,colegio,451-0353,AV LAS LEYENDAS,,UB MARANGA 1 ETAPA,PARQUE DE LAS LEYENDAS 455,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.087051,-12.073238,"-77.0871, -12.0732",3636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,309,-12.054716,-77.014924,Colegio,1085,Colegio de Mujeres Virgo Potens,0x2c05,colegio,,JR PUNO,17.0,UB BARRIOS ALTOS,,LIMA,LIMA,LIMA,PERU,-77.014924,-12.054716,"-77.0149, -12.0547",3714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,310,-12.05139,-77.017278,Colegio,1086,IE Nuestra Se�ora de la Inmaculada Concepcion,0x2c05,colegio,,JR JUNIN,12.0,UB BARRIOS ALTOS,,LIMA,LIMA,LIMA,PERU,-77.017278,-12.05139,"-77.0173, -12.0514",3715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,311,-12.056188,-77.042761,Colegio,1087,IEP Hno Anselmo Maria,0x2c05,colegio,,AV BOLIVIA,5.0,UB CHACRA COLORADA,,BRENA,LIMA,LIMA,PERU,-77.042761,-12.056188,"-77.0428, -12.0562",3732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,312,-12.056269,-77.043605,Colegio,1088,Colegio Giordano Bruno,0x2c05,colegio,,AV BOLIVIA,6.0,UB CHACRA COLORADA,,BRENA,LIMA,LIMA,PERU,-77.043605,-12.056269,"-77.0436, -12.0563",3733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,313,-12.056395,-77.04490600000001,Colegio,1089,Colegio Albert Einstein,0x2c05,colegio,,AV BOLIVIA,7.0,UB CHACRA COLORADA,,BRENA,LIMA,LIMA,PERU,-77.04490600000001,-12.056395,"-77.0449, -12.0564",3734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,314,-12.050873,-77.043284,Colegio,1090,Colegio Trilce Bre�a,0x2c05,colegio,,JR ZORRITOS,1.0,UB CHACRA COLORADA,,BRENA,LIMA,LIMA,PERU,-77.043284,-12.050873,"-77.0433, -12.0509",3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,315,-12.046299000000001,-77.040552,Colegio,1091,IE Andres Rosales,0x2c05,colegio,,JR MOQUEGUA,7.0,,,LIMA,LIMA,LIMA,PERU,-77.040552,-12.046299000000001,"-77.0406, -12.0463",3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,316,-11.958561999999999,-76.999794,Colegio,1092,CE 9 de Octubre,0x2c05,colegio,,,,AH 9 DE OCTUBRE,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.999794,-11.958561999999999,"-76.9998, -11.9586",3759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,317,-11.958199,-77.004927,Colegio,1093,Colegio Ricardo Palma,0x2c05,colegio,,AV JOSE CARLOS MARIATEGUI,,,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.004927,-11.958199,"-77.0049, -11.9582",3762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,318,-11.859801,-77.124169,Colegio,1094,IEP Arturo Padilla Espinoza,0x2c05,colegio,,AV CUZCO,,,,MI PERU,CALLAO,CALLAO,PERU,-77.124169,-11.859801,"-77.1242, -11.8598",3766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,319,-11.859297999999999,-77.12406899999999,Colegio,1095,IEP San de Paul,0x2c05,colegio,,AV CUZCO,,AH MI PERU GRUPO E,,MI PERU,CALLAO,CALLAO,PERU,-77.12406899999999,-11.859297999999999,"-77.1241, -11.8593",3767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,320,-11.857717,-77.124716,Colegio,1096,San Jose de Cluny (CEI),0x2c05,colegio,,AV AREQUIPA,,AH MI PERU GRUPO E,,MI PERU,CALLAO,CALLAO,PERU,-77.124716,-11.857717,"-77.1247, -11.8577",3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,321,-11.859442,-77.12597099999999,Colegio,1097,IEP Jesus el Gran Maestro,0x2c05,colegio,,AV TACNA,,AH MI PERU GRUPO C,,MI PERU,CALLAO,CALLAO,PERU,-77.12597099999999,-11.859442,"-77.126, -11.8594",3770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,322,-11.859337,-77.126338,Colegio,1098,Travesuras (CEI),0x2c05,colegio,,AV TACNA,,AH MI PERU GRUPO C,,MI PERU,CALLAO,CALLAO,PERU,-77.126338,-11.859337,"-77.1263, -11.8593",3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,323,-11.859664,-77.12661800000001,Colegio,1099,CP Maria Auxiliadora,0x2c05,colegio,,AV TACNA,,AH MI PERU GRUPO K,,MI PERU,CALLAO,CALLAO,PERU,-77.12661800000001,-11.859664,"-77.1266, -11.8597",3772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,324,-11.860936,-77.12773100000001,Colegio,1100,IE Tecnologico Kumamoto,0x2c05,colegio,,AV CUZCO,,AH MI PERU GRUPO K,,MI PERU,CALLAO,CALLAO,PERU,-77.12773100000001,-11.860936,"-77.1277, -11.8609",3773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,325,-11.857796,-77.126565,Colegio,1101,CEI Capullo de Oro,0x2c05,colegio,,AV AREQUIPA,,AH MI PERU GRUPO C,,MI PERU,CALLAO,CALLAO,PERU,-77.126565,-11.857796,"-77.1266, -11.8578",3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,326,-11.856696000000001,-77.121314,Colegio,1102,Colegio Fe y Alegria 33,0x2c05,colegio,,AV CUZCO,,AH MI PERU GRUPO M,,MI PERU,CALLAO,CALLAO,PERU,-77.121314,-11.856696000000001,"-77.1213, -11.8567",3775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,327,-11.856464,-77.11975100000001,Colegio,1103,PRONEI,0x2c05,colegio,,AV PUNO,,AH MI PERU GRUPO F,,MI PERU,CALLAO,CALLAO,PERU,-77.11975100000001,-11.856464,"-77.1198, -11.8565",3777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,328,-11.85314,-77.119291,Colegio,1104,IE Pio Sarobe,0x2c05,colegio,,CA PIURA,,AH SE�OR DE LUREN,,MI PERU,CALLAO,CALLAO,PERU,-77.119291,-11.85314,"-77.1193, -11.8531",3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,329,-11.85161,-77.11954200000001,Colegio,1105,Local Comunal Hijos de Mi Peru,0x2c05,colegio,,CA JERUSALEN,,AH HIJOS DE MI PERU,,MI PERU,CALLAO,CALLAO,PERU,-77.11954200000001,-11.85161,"-77.1195, -11.8516",3781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,330,-11.849889,-77.118286,Colegio,1106,IEP Virgen de las Nieves,0x2c05,colegio,,CA BETHEL,,AH VILLA DEL MAR,,MI PERU,CALLAO,CALLAO,PERU,-77.118286,-11.849889,"-77.1183, -11.8499",3782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,331,-11.850373,-77.121504,Colegio,1107,CE 5119 Villa Emilia,0x2c05,colegio,,CA FICUS,,AH VILLA EMILIA,,MI PERU,CALLAO,CALLAO,PERU,-77.121504,-11.850373,"-77.1215, -11.8504",3783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,332,-11.850532000000001,-77.125761,Colegio,1108,IEP Inicial Virgen de las Nieves,0x2c05,colegio,,CA CEREZOS,,AH VILLA EMILIA,,MI PERU,CALLAO,CALLAO,PERU,-77.125761,-11.850532000000001,"-77.1258, -11.8505",3785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,333,-11.851678,-77.124949,Colegio,1109,IEP Dios es Amor,0x2c05,colegio,,AV TUMBES,,AH VILLA EMILIA,,MI PERU,CALLAO,CALLAO,PERU,-77.124949,-11.851678,"-77.1249, -11.8517",3786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,334,-11.852998,-77.126459,Colegio,1110,CP Ciro Alegria,0x2c05,colegio,,,,AH MI PERU GRUPO I,,MI PERU,CALLAO,CALLAO,PERU,-77.126459,-11.852998,"-77.1265, -11.853",3789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,335,-11.853639999999999,-77.12648100000001,Colegio,1111,IEP Pre Universitario San Juan,0x2c05,colegio,,AV TRUJILLO,,AH MI PERU GRUPO I,,MI PERU,CALLAO,CALLAO,PERU,-77.12648100000001,-11.853639999999999,"-77.1265, -11.8536",3790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,336,-11.855606,-77.127466,Colegio,1112,PRONOEI Virgen del Pilar,0x2c05,colegio,,AV HUAURA,,AH MI PERU GRUPO A,,MI PERU,CALLAO,CALLAO,PERU,-77.127466,-11.855606,"-77.1275, -11.8556",3807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,337,-11.85484,-77.12339,Colegio,1113,CEI Fermin Avila,0x2c05,colegio,,,,AH MI PERU GRUPO G,,MI PERU,CALLAO,CALLAO,PERU,-77.12339,-11.85484,"-77.1234, -11.8548",3809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,338,-11.973889,-76.939144,Colegio,1114,CP Santo Domingo,0x2c05,colegio,,AV UNION JICAMARCA,,COOP COMUNIDAD CAMPESINA JICAMARCA,,LURIGANCHO,LIMA,LIMA,PERU,-76.939144,-11.973889,"-76.9391, -11.9739",3810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,339,-12.022644999999999,-76.985844,Colegio,1115,CEI Ni�o Jesus de Zarate,0x2c05,colegio,,JR GRAN PAJATEN,4.0,AH VIRGEN DEL CARMEN,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.985844,-12.022644999999999,"-76.9858, -12.0226",3824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,340,-12.024797,-76.98696899999999,Colegio,1116,CE 0073 Benito Juarez,0x2c05,colegio,,JR LA KILCA,2.0,UB ZARATE,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.98696899999999,-12.024797,"-76.987, -12.0248",3825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,341,-12.024241,-76.98473800000001,Colegio,1117,CE San Matias de Jesus,0x2c05,colegio,,AV GRAN CHIMU,17.0,UB ZARATE,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.98473800000001,-12.024241,"-76.9847, -12.0242",3826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,342,-12.054730000000001,-77.112336,Colegio,1118,Virgen del Pilar (CEI),0x2c05,colegio,,PJE CACERES,,UB LOS PILARES,,CALLAO,CALLAO,CALLAO,PERU,-77.112336,-12.054730000000001,"-77.1123, -12.0547",3832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,343,-12.074727000000001,-77.042225,Colegio,1119,Colegio San Patricio,0x2c05,colegio,,AV SALAVERRY,9.0,,,JESUS MARIA,LIMA,LIMA,PERU,-77.042225,-12.074727000000001,"-77.0422, -12.0747",3870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,344,-12.07974,-77.043805,Colegio,1120,Colegio Teresa Gonzales de Fanning - Primaria,0x2c05,colegio,,AV HUSARES DE JUNIN,12.0,,,JESUS MARIA,LIMA,LIMA,PERU,-77.043805,-12.07974,"-77.0438, -12.0797",3872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,345,-12.071503,-77.06011099999999,Colegio,1121,CEP San Lucas,0x2c05,colegio,,AV SIMON BOLIVAR,6.0,UB LA AREQUIPE�A,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.06011099999999,-12.071503,"-77.0601, -12.0715",3886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,346,-12.071763,-77.07254,Colegio,1122,CE Jorge Polar,0x2c05,colegio,,AV SIMON BOLIVAR,17.0,UB SANTA MARIA,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.07254,-12.071763,"-77.0725, -12.0718",3916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,347,-12.071788,-77.072415,Colegio,1123,CEI Abejita Polarina,0x2c05,colegio,,AV SIMON BOLIVAR,17.0,UB SANTA MARIA,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.072415,-12.071788,"-77.0724, -12.0718",3917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,348,-12.077359,-77.033188,Colegio,1124,Colegio Saco Oliveros,0x2c05,colegio,471-7378,JR TEODORO CARDENAS,4.0,UB SANTA BEATRIZ,TEODORO CARDENAS 457,LIMA,LIMA,LIMA,PERU,-77.033188,-12.077359,"-77.0332, -12.0774",3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,349,-12.078567999999999,-77.03402700000001,Colegio,1125,IE Santa Filipina Duchesne,0x2c05,colegio,,JR MANUEL DEL PINO,3.0,UB SANTA BEATRIZ,,LIMA,LIMA,LIMA,PERU,-77.03402700000001,-12.078567999999999,"-77.034, -12.0786",3997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,350,-12.113868,-77.029595,Colegio,1126,Colegio San Agustin de Miraflores,0x2c05,colegio,2424816 / 2420145 / 4449450,AV ANGAMOS ESTE,1.0,,AV. AREQUIPA 4821 CRUCE CON ANGAMOS ESTE 120,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.029595,-12.113868,"-77.0296, -12.1139",4020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,351,-12.080910000000001,-77.103915,Colegio,1127,Colegio Santo Domingo el Apostol,0x2c05,colegio,,AV LA PAZ,23.0,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.103915,-12.080910000000001,"-77.1039, -12.0809",4034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,352,-12.072989999999999,-77.121717,Colegio,1128,CEI Concordia Universal,0x2c05,colegio,,AV LA PAZ,14.0,UB MIRAMAR,,LA PERLA,CALLAO,CALLAO,PERU,-77.121717,-12.072989999999999,"-77.1217, -12.073",4035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,353,-12.071444999999999,-77.122864,Colegio,1129,IEI Santa Rosa,0x2c05,colegio,,AV SANTA ROSA,7.0,UB LA PERLA,,LA PERLA,CALLAO,CALLAO,PERU,-77.122864,-12.071444999999999,"-77.1229, -12.0714",4036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,354,-12.069139999999999,-77.121475,Colegio,1130,Colegio Concordia Universal,0x2c05,colegio,(01) 637-7000,AV SANTA ROSA,4.0,UB LA PERLA,SANTA ROSA 448,LA PERLA,CALLAO,CALLAO,PERU,-77.121475,-12.069139999999999,"-77.1215, -12.0691",4037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,355,-12.090657,-77.057198,Colegio,1131,Colegio Trilce,0x2c05,colegio,,AV SANCHEZ CARRION,7.0,UB CAMPO DE POLO,,MAGDALENA DEL MAR,LIMA,LIMA,PERU,-77.057198,-12.090657,"-77.0572, -12.0907",4098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,356,-12.088745,-77.056457,Colegio,1132,CE San Felipe,0x2c05,colegio,,AV GREGORIO ESCOBEDO,10.0,RES SAN FELIPE,,JESUS MARIA,LIMA,LIMA,PERU,-77.056457,-12.088745,"-77.0565, -12.0887",4106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,357,-12.079301,-77.047234,Colegio,1133,Jardin Santa Maria Josefa,0x2c05,colegio,,AV HUSARES DE JUNIN,9.0,,,JESUS MARIA,LIMA,LIMA,PERU,-77.047234,-12.079301,"-77.0472, -12.0793",4119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,358,-11.988698,-76.81795699999999,Colegio,1134,Colegio Mariscal Castilla,0x2c05,colegio,,CARR CENTRAL,,,,CHACLACAYO,LIMA,LIMA,PERU,-76.81795699999999,-11.988698,"-76.818, -11.9887",4162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,359,-11.972289,-76.75640899999999,Colegio,1135,IEP Florentino Pratt,0x2c05,colegio,,AV NICOLAS AYLLON,20.0,,,CHACLACAYO,LIMA,LIMA,PERU,-76.75640899999999,-11.972289,"-76.7564, -11.9723",4173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,360,-11.958671,-76.734932,Colegio,1136,Colegio Peruano Aleman Beata Imelda,0x2c05,colegio,,CARR CENTRAL,,,,LURIGANCHO,LIMA,LIMA,PERU,-76.734932,-11.958671,"-76.7349, -11.9587",4176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,361,-11.947174,-76.716429,Colegio,1137,CE Antonianas de Maria,0x2c05,colegio,,AV LAS FLORES,1.0,,,LURIGANCHO,LIMA,LIMA,PERU,-76.716429,-11.947174,"-76.7164, -11.9472",4178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,362,-11.936658,-76.69775899999999,Colegio,1138,CE Santa Rosa,0x2c05,colegio,,,,,,LURIGANCHO,LIMA,LIMA,PERU,-76.69775899999999,-11.936658,"-76.6978, -11.9367",4181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,363,-12.091497,-77.013592,Colegio,1139,Cuna Jardin Palitroques,0x2c05,colegio,,AV GALVEZ BARRENECHEA,1.0,UB CORPAC,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.013592,-12.091497,"-77.0136, -12.0915",4204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,364,-12.090899,-77.03335799999999,Colegio,1140,Colegio Villarreal,0x2c05,colegio,,AV AREQUIPA,26.0,UB LOS ROSALES,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.03335799999999,-12.090899,"-77.0334, -12.0909",4214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,365,-12.096047,-77.012671,Colegio,1141,CE John Neper,0x2c05,colegio,,AV GALVEZ BARRENECHEA,5.0,UB CORPAC,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.012671,-12.096047,"-77.0127, -12.096",4217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,366,-12.080009,-76.986475,Colegio,1142,Colegio Santa Angela,0x2c05,colegio,,AV CIRCUNVALACION,28.0,UB SALAMANCA DE MONTERRICO,,ATE,LIMA,LIMA,PERU,-76.986475,-12.080009,"-76.9865, -12.08",4398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,367,-12.048466000000001,-76.937324,Colegio,1143,Colegio Rosa Victoria Marticorena,0x2c05,colegio,,AV JAVIER PRADO ESTE,79.0,UB MAYORAZGO CHICO,,ATE,LIMA,LIMA,PERU,-76.937324,-12.048466000000001,"-76.9373, -12.0485",4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,368,-12.141308,-77.020827,Colegio,1144,Colegio San Luis Maristas,0x2c05,colegio,,AV NICOLAS DE PIEROLA,1.0,,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.020827,-12.141308,"-77.0208, -12.1413",4432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,369,-12.138702,-77.021907,Colegio,1145,Inicial Maria Madre de los Ninos,0x2c05,colegio,,CA MAYNAS,1.0,UB LA VI�ITA,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.021907,-12.138702,"-77.0219, -12.1387",4434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,370,-12.136674000000001,-77.021392,Colegio,1146,Colegio Nacional Virgen del Pilar,0x2c05,colegio,,JR BUENAVENTURA AGUIRRE,2.0,UB LA VI�ITA,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.021392,-12.136674000000001,"-77.0214, -12.1367",4435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,371,-12.114796,-77.026464,Colegio,1147,Colegio Independencia,0x2c05,colegio,4468041 /  Fax: 2423155,AV PASEO DE LA REPUBLICA,48.0,,PASEO DE LA REPUBLICA 4900 Y GRAL. VIDAL 380,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.026464,-12.114796,"-77.0265, -12.1148",4446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,372,-12.112426,-77.024914,Colegio,1148,Colegio San Vicente de Paul,0x2c05,colegio,,CA DOMINGO ELIAS,6.0,,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.024914,-12.112426,"-77.0249, -12.1124",4447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,373,-12.135568,-76.997938,Colegio,1149,Nido Jardin Vida y Alegria,0x2c05,colegio,,AV AYACUCHO,9.0,UB LOS ROSALES,,SURCO,LIMA,LIMA,PERU,-76.997938,-12.135568,"-76.9979, -12.1356",4456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,374,-12.137872,-76.997035,Colegio,1150,Caritas Inicial,0x2c05,colegio,,CA DO�A CATALINA,2.0,UB LOS ROSALES,,SURCO,LIMA,LIMA,PERU,-76.997035,-12.137872,"-76.997, -12.1379",4466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,375,-12.128442,-77.002961,Colegio,1151,Colegio Alexander Von Humboldt,0x2c05,colegio,617-9090,AV BENAVIDES,30.0,UB HUMBOLDT,BENAVIDES 3081,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.002961,-12.128442,"-77.003, -12.1284",4469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,376,-12.042874000000001,-77.032552,Colegio,1152,Colegio Santo Tomas de Aquino,0x2c05,colegio,,AV PROLONGACION TACNA,2.0,,,LIMA,LIMA,LIMA,PERU,-77.032552,-12.042874000000001,"-77.0326, -12.0429",4479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,377,-12.079082000000001,-77.019437,Colegio,1153,Colegio Corazon de Jesus,0x2c05,colegio,,CA FEDERICO BARRETO,3.0,UB SANTA CATALINA,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.019437,-12.079082000000001,"-77.0194, -12.0791",4487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,378,-12.0735,-77.01315100000001,Colegio,1154,Colegio Jesus de Nazareth,0x2c05,colegio,,JR ANTONIO BAZO,16.0,,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.01315100000001,-12.0735,"-77.0132, -12.0735",4491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,379,-12.073075,-77.01218399999999,Colegio,1155,Colegio Militar Nuestra Se�ora de Monte Carlo,0x2c05,colegio,,JR IGNACIO COSSIO,16.0,,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.01218399999999,-12.073075,"-77.0122, -12.0731",4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,380,-11.878843,-77.131745,Colegio,1156,Los Licenciados de Ventanilla,0x2c05,colegio,,,,AH LOS LICENCIADOS DE VENTANILLA,,VENTANILLA,CALLAO,CALLAO,PERU,-77.131745,-11.878843,"-77.1317, -11.8788",4495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,381,-11.886132,-77.132599,Colegio,1157,Heroes del Pacifico de Angamos 5096,0x2c05,colegio,,CA CALLE 8,,AH HIJOS DE GRAU,,VENTANILLA,CALLAO,CALLAO,PERU,-77.132599,-11.886132,"-77.1326, -11.8861",4499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,382,-11.88623,-77.127401,Colegio,1158,Instituto Educativo Frances Divino Maestro,0x2c05,colegio,,CA ESCORPION,,UB NAVAL,,VENTANILLA,CALLAO,CALLAO,PERU,-77.127401,-11.88623,"-77.1274, -11.8862",4502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,383,-11.839665,-77.106425,Colegio,1159,Colegio Particular Mackay,0x2c05,colegio,,AV LEONCIO PRADO,34.0,,,PUENTE PIEDRA,LIMA,LIMA,PERU,-77.106425,-11.839665,"-77.1064, -11.8397",4503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
